Company Name,Ticker,Market Cap (mil)
"Transatlantic Petroleum Ltd","TAT","9.54"
"TAT Technologies Ltd.","TATT","26.62"
"Tauriga Sciences, Inc.","TAUG","3.65"
"Thai Airways International PCL","TAWNF","240.1"
"Taylor Devices, Inc.","TAYD","24.42"
"Taylor Consulting, Inc.","TAYO",".06"
"TED BAKER PLC","TBAKF","86.73"
"The Bancorp, Inc.","TBBK","205.49"
"ToughBuilt Industries, Inc.","TBLT","11.71"
"Territorial Bancorp Inc.","TBNK","204.18"
"TuanChe Limited Sponsored ADR","TC","110.07"
"Technical Communications Corporation","TCCO","3.33"
"The Community Financial Corporation","TCFC","108.53"
"Trillion Energy International Inc.","TCFF","4.29"
"Transcontinental Realty Investors, Inc.","TCI","209.11"
"Technicolor SA","TCLRY","69.21"
"TRACON Pharmaceuticals, Inc.","TCON","5.99"
"BLACKROCK TCP CAPITAL CORP.","TCPC","258.57"
"THL Credit, Inc.","TCRD","66.85"
"TCR2 Therapeutics Inc.","TCRR","148.07"
"Container Store (The)","TCS","98.74"
"Third Century Bancorp","TDCB","11.8"
"Trident Brands Inc.","TDNT","9.69"
"Tidewater Inc.","TDW","212.99"
"TearLab Corporation","TEAR",".34"
"Tarena International, Inc.","TEDU","190.02"
"TELA Bio, Inc.","TELA","61.48"
"Magellan Petroleum Corporation","TELL","168.81"
"Tenneco Inc.","TEN","176.26"
"Tenax Therapeutics, Inc.","TENX","3.43"
"TESSCO Technologies Incorporated","TESS","41.63"
"Pareteum Corp.","TEUM","40.78"
"TFF Pharmaceuticals, Inc.","TFFP","68.64"
"Tefron Ltd.","TFRFF","5.34"
"Transglobe Energy Corp","TGA","28.29"
"Taseko Mines Limited","TGB","61.77"
"Tengasco, Inc.","TGC","5.54"
"Tecogen Inc.","TGEN","27.33"
"One Horizon Group, Inc.","TGHI",".09"
"Triumph Group, Inc.","TGI","177.84"
"Triad Guaranty Inc.","TGIC","1.76"
"theglobe.com Inc.","TGLO","10.68"
"Tecnoglass Inc.","TGLS","110.68"
"Green Organic Dutchman Holdings Ltd.","TGODF","56.82"
"Platinum Eagle Acquisition Corp.","TH","161.52"
"iShares MSCI Thailand ETF","THD","266.28"
"International Tower Hill Mines Ltd","THM","73.79"
"Thunder Mountain Gold Inc.","THMG","4.81"
"Cesca Therapeutics Inc.","THMO","4.89"
"Truett-Hurst, Inc.","THST","3.12"
"Theratechnologies Inc.","THTX","110.04"
"Thomasville Bancshares, Inc.","THVB","282.47"
"UP Fintech Holding Limited","TIGR","292.13"
"Tel-Instrument Electronics Corp.","TIKK","10.66"
"Till Capital Ltd.","TILCF","4.44"
"Tiptree Financial Inc.","TIPT","155.88"
"Team, Inc.","TISI","204.78"
"Orchids Paper Products Company","TISUQ",".05"
"Titan Machinery Inc.","TITN","159.61"
"Tix Corp.","TIXC","2.6"
"Teekay Corporation","TK","258.76"
"Takung Art Co., Ltd.","TKAT","10.58"
"TRUTANKLESS INC.","TKLS","8.2"
"Telkonet Inc.","TKOI","7.89"
"Taiwan Liposome Company, Ltd. Unsponsored ADR","TLC","120.57"
"Tandy Leather Factory, Inc.","TLF","29.04"
"Teligent, Inc.","TLGT","12.12"
"Western Asset Corporate Loan Fund Inc.","TLI","52.78"
"Telaria, Inc.","TLRA","254.17"
"Tailored Brands, Inc.","TLRD","64.89"
"Timberline Resources Corp.","TLRS","3"
"Tilray, Inc.","TLRY","257.02"
"Tiziana Life Sciences PLC Sponsored ADR","TLSA","51.63"
"Tilly's, Inc.","TLYS","109.81"
"Titan Medical Inc.","TMDI","5.86"
"Trimedyne Inc.","TMED",".52"
"Trilogy Metals Inc.","TMQ","169.88"
"TMSR HOLDING CO LTD","TMSR","17.49"
"Timken Steel Corporation","TMST","148.81"
"Telenav, Inc.","TNAV","190.68"
"Trans-Lux Corporation","TNLX","7.04"
"Tsakos Energy Navigation Ltd","TNP","159.51"
"TNR Technical Inc.","TNRK","3.56"
"Tintri, Inc.","TNTRQ",".61"
"True Nature Holding, Inc.","TNTY","2.51"
"Tonix Pharmaceuticals Holding Corp.","TNXP","26.09"
"TOCAGEN INC","TOCA","35.85"
"Toro Energy Ltd.","TOEYF","8.03"
"Tofutti Brands Inc.","TOFB","6.08"
"Thermwood Corp.","TOOD","9.85"
"TOP Ships Inc.","TOPS",".9"
"Topaz Resources Inc.","TOPZ","15.17"
"resTORbio, Inc.","TORC","31.87"
"TOR Minerals International Inc","TORM","4.78"
"Tuniu Corporation","TOUR","115.5"
"TOWER ONE WIRLS","TOWTF","3.43"
"Turning Point Brands, Inc.","TPB","292.89"
"Tutor Perini Corporation","TPC","235.4"
"TRIBUNE PUBLISHING CO","TPCO","199.43"
"Techprecision Corp.","TPCS","33.35"
"Trinity Place Holdings Inc.","TPHS","50.7"
"TriplePoint Venture Growth BDC Corp.","TPVG","88.95"
"Track Data Corp.","TRAC","1.8"
"Torchlight Energy Resources, Inc.","TRCH","24.87"
"SecureAlert Inc.","TRCK","5.94"
"Trecora Resources","TREC","132.66"
"Targeted Medical Pharma Inc.","TRGM",".32"
"Trinity Biotech PLC","TRIB","14.9"
"Trillium Therapeutics Inc.","TRIL","72.9"
"Tremont Mortgage Trust","TRMT","19.77"
"Transcat, Inc.","TRNS","149.53"
"MAGNEGAS APPLIED TECHNOLOGY SOLUTIONS, INC.","TRNX","5.78"
"TrovaGene, Inc.","TROV","7.55"
"Therapix Biosciences Ltd.","TRPX","1.12"
"Trio-Tech International","TRT","9.51"
"Terra Tech Corp.","TRTC","8.64"
"Transtech Industries Inc.","TRTI",".25"
"TrueCar, Inc.","TRUE","267.71"
"Truxton Corp.","TRUX","110.58"
"Trevi Therapeutics, Inc.","TRVI","57.88"
"Trevena, Inc.","TRVN","54.71"
"Twin River Worldwide Holdings, Inc.","TRWH","242.15"
"Tanzanian Royalty Exploration Corporation","TRX","79.16"
"TransEnterix, Inc.","TRXC","7.69"
"Rancher Energy Corp.","TRXOD",".63"
"Bank of McKenney","TSBA","31.87"
"Timberland Bancorp, Inc.","TSBK","134.44"
"TriState Capital Holdings, Inc.","TSC","238.06"
"TCW Strategic Income Fund, Inc.","TSI","200.29"
"Townsquare Media, Inc.","TSQ","71.99"
"TSR, Inc.","TSRI","6.27"
"TSS Inc.","TSSI","18.42"
"Tetra Technologies, Inc.","TTI","46.66"
"3Tl Technologies Corp","TTMZF","1.08"
"Titan Pharmaceuticals, Inc.","TTNP","13.98"
"T2 Biosystems, Inc.","TTOO","17.04"
"Tetraphase Pharmaceuticals, Inc.","TTPH","2.29"
"Tile Shop Hldgs, Inc.","TTSH","27.99"
"Tuesday Morning Corp.","TUES","57.15"
"Tufin Software Technologies Ltd.","TUFN","200.78"
"Tupperware Brands Corporation","TUP","74.38"
"iShares MSCI Turkey ETF","TUR","202.91"
"Harris & Harris Group, Inc.","TURN","37.03"
"Two Rivers Water & Farming Co.","TURV","3.78"
"Mammoth Energy Services, Inc.","TUSK","32.48"
"Tullow Oil PLC","TUWOY","135.9"
"Dale Jarrett Racing Adventure Inc.","TVMD","1.41"
"ValueRich Inc.","TVPC","8.33"
"WhereverTV Broadcasting Corp.","TVTV","2.7"
"Healthways, Inc.","TVTY","129.8"
"Towerstream Corporation","TWER",".11"
"Titan International, Inc.","TWI","88.13"
"Twin Disc, Incorporated","TWIN","93.57"
"Trans World Entertainment Corp.","TWMC","7.05"
"Taiwan Fund, Inc. (The)","TWN","111.26"
"TherapeuticsMD, Inc.","TXMD","271.53"
"Taxus Pharmaceuticals Holdings Inc.","TXSP","258.36"
"Trinity Bank NA","TYBT","65.45"
"Tortoise Energy Infrastructure Corporation","TYG","71.87"
"Shineco Inc.","TYHT","10.65"
"Tyme Technologies, Inc.","TYME","110.56"
"Travelzoo Inc.","TZOO","37.61"
"United American Healthcare Corp.","UAHC","1.49"
"United States Antimony Corporation","UAMY","18.89"
"CVR Partners, LP","UAN","67.97"
"Umbra Applied Technologies Group Inc.","UATG",".57"
"AGEAGLE AERIAL SYSTEMS, INC.","UAVS","4.62"
"United Bancorp, Inc.","UBCP","59.05"
"United Security Bancshares","UBFO","105.41"
"United Bancshares, Inc.","UBOH","64.59"
"UNITY Biotechnology, Inc.","UBX","242.35"
"United Development Funding IV","UDFI","54.9"
"Uranium Energy Corp.","UEC","88.85"
"United Health Products, Inc.","UEEC","117.71"
"Net 1 UEPS Technologies, Inc.","UEPS","187.81"
"Unique Fabricating, Inc.","UFAB","16.23"
"Unifi, Inc.","UFI","230.21"
"Universal Manufacturing Co.","UFMG",".09"
"UFP Technologies, Inc.","UFPT","233.08"
"United-Guardian, Inc.","UG","53.93"
"Ultralife Corporation","ULBI","87.92"
"ULURU Inc.","ULUR","4.88"
"UMeWorld Ltd.","UMEWF","9.41"
"Unum Therapeutics Inc.","UMRX","9.86"
"Unico American Corporation","UNAM","29.03"
"Union Bankshares, Inc.","UNB","87.68"
"University Bancorp Inc.","UNIB","32.53"
"Uniroyal Global Engineered Products, Inc.","UNIRD","6.22"
"Unit Corporation","UNT","10.54"
"United Tennessee Bankshares Inc.","UNTN","14.51"
"Unity Bancorp, Inc.","UNTY","124.76"
"Radio One, Inc.","UONE","70.89"
"Radio One, Inc.","UONEK","57.04"
"Culture Medium Holdings Corp.","UPIN","2.71"
"Ultra Petroleum Corp.","UPLC","10.86"
"Ur Energy Inc","URG","48.3"
"UROGEN PHARMA","URGN","298.2"
"Urovant Sciences Ltd.","UROV","218.52"
"USA Truck, Inc.","USAK","24.62"
"Universal Stainless & Alloy Products, Inc.","USAP","57.3"
"American Biogenetic Sciences Inc.","USAQ",".79"
"Americas Silver Corporation","USAS","115.11"
"USA Technologies, Inc.","USAT","266.95"
"US Gold Corp","USAU","10.05"
"U S Concrete, Inc.","USCR","161.48"
"USD Partners LP","USDP","46.14"
"U.S. Energy Corp.","USEG","3.27"
"Usio Inc","USIO","16.46"
"Bioheart Inc.","USRM","1.78"
"U.S. Well Services, Inc.","USWS","18.64"
"U.S. Xpress Enterprises, Inc.","USX","162.24"
"UTG Inc.","UTGN","99.1"
"Universal Technical Institute Inc","UTI","117.42"
"Utah Medical Products, Inc.","UTMD","290.14"
"UTStarcom Holdings Corp","UTSI","75.86"
"Energy Fuels Inc","UUUU","100.21"
"Ensco plc","VAL","89.25"
"Value Line, Inc.","VALU","263.08"
"Vape Holdings, Inc.","VAPE",".22"
"Vapotherm, Inc.","VAPO","280.42"
"VaporBrands International Inc.","VAPR",".32"
"Vasomedical Inc.","VASO","4.54"
"Invesco Bond Fund","VBF","183.74"
"Village Bank and Trust Financial Corp.","VBFC","37.96"
"Vitality Biopharma, Inc.","VBIO","2.02"
"VBI Vaccines, Inc.","VBIV","131.55"
"Vascular Biogenics Ltd.","VBLT","34.45"
"Delaware Investments Colorado Municipal Income Fund, Inc.","VCF","62.88"
"Vaccinex, Inc.","VCNX","71.97"
"Vicon Industries, Inc.","VCON",".1"
"Velocity Financial, Inc.","VEL","83.6"
"Generation Next Franchise Brands Inc.","VEND",".49"
"Verb Technology Company, Inc.","VERB","22.44"
"Veritone, Inc.","VERI","49.01"
"Restoration Robotics, Inc.","VERO","70.25"
"Female Health Company (The)","VERU","170.15"
"Vericity Inc.","VERY","133.58"
"Vermilion Energy Inc.","VET","268.82"
"Village Farms International, Inc.","VFF","132.17"
"Delaware Investments National Municipal Income Fund","VFL","44.24"
"Vista Gold Corporation","VGZ","46.32"
"Valhi, Inc.","VHI","271.42"
"SSGI Inc.","VICP",".95"
"Video Display Corp.","VIDE","5.84"
"Viomi Technology Co., Ltd. Sponsored ADR","VIOT","298.09"
"Virco Manufacturing Corporation","VIRC","50.06"
"XG Technology, Inc","VISL","6.97"
"Vista Oil & Gas, S.A.B. de C.V. Sponsored ADR","VIST","205.8"
"Viveve Medical, Inc.","VIVE",".89"
"Avivagen Inc.","VIVXF","12.53"
"voxeljet AG","VJET","14.7"
"VIKING EGY GP","VKIN","10.98"
"Viking Therapeutics, Inc.","VKTX","280.82"
"Validian Corp.","VLDI","9.09"
"Valeritas Holdings, Inc.","VLRXQ",".21"
"Invesco High Income Trust II","VLT","71.36"
"Viemed Healthcare, Inc.","VMD","123.16"
"Delaware Investments Minnesota Municipal Income Fund II, Inc.","VMM","137.95"
"Vince Holding Corp.","VNCE","43.45"
"VolitionRX Limited","VNRX","103.01"
"Venator Materials PLC","VNTR","204.6"
"VOC Energy Trust","VOC","28.73"
"Vitro Diagnostics Inc.","VODG","4.85"
"Volt Information Sciences, Inc.","VOLT","16.06"
"VOXX International Corporation","VOXX","53.21"
"Vishay Precision Group, Inc.","VPG","240.42"
"Velocity Portfolio Group Inc.","VPGI","16.08"
"Invesco Pennsylvania Value Municipal Income Trust","VPV","226.62"
"VIQ SOLUTIONS","VQSLF","25.18"
"Vera Bradley, Inc.","VRA","121.45"
"ViewRay, Inc.","VRAY","147.12"
"Verrica Pharmaceuticals Inc.","VRCA","193.65"
"Vermillion, Inc.","VRML","62.2"
"Verona Pharma PLC American Depositary Share","VRNA","28.44"
"Vestin Realty Mortgage I Inc.","VRTA",".79"
"Vestin Realty Mortgage II, Inc.","VRTB","1.07"
"Veritiv Corporation","VRTV","113.21"
"VSB Bancorp Inc.","VSBN","44.38"
"VSE Corporation","VSEC","151.94"
"Verify Smart Corp.","VSMR","1.12"
"Viaspace Inc.","VSPC","1.91"
"Verastem, Inc.","VSTM","123.42"
"VistaGen Therapeutics, Inc.","VTGN","15.17"
"Invesco Trust  for Investment Grade New York Municipal","VTN","191.86"
"Vet Online Supply, Inc.","VTNL",".01"
"Vertex Energy, Inc","VTNR","21.39"
"VirTra Systems Inc.","VTSI","17.97"
"vTv Therapeutics Inc.","VTVT","106.38"
"Vulcan International Corp.","VULC","106.53"
"Vuzix Corporation","VUZI","32.47"
"Viad Corp","VVI","271.68"
"Vivopower International Plc","VVPR","8.1"
"VIVUS, Inc.","VVUS","9.48"
"VAXART, INC.","VXRT","111.67"
"VICTORY OILFIELD TECH, INC.","VYEY","19.63"
"Voyager Therapeutics, Inc.","VYGR","266.02"
"Wah Fu Education Group Limited","WAFU","5.83"
"WANdisco PLC","WANSF","286.76"
"Energous Corporation","WATT","28.4"
"Wayne Savings Bancshares Inc.","WAYN","47.48"
"China Bio-Energy Corp.","WAYS","1.19"
"500.com Limited","WBAI","166.21"
"Westbury Bancorp, Inc.","WBBW","67.18"
"WCF Bancorp, Inc.","WCFB","17.11"
"Wellness Center Usa Inc.","WCUI","5.37"
"Neuro-Hitech Inc.","WDBG",".25"
"Wanderport Corp.","WDRP","1.04"
"Webb Interactive Services Inc.","WEBB","15.58"
"Webco Industries Inc.","WEBC","75.64"
"Wellesley Bancorp, Inc.","WEBK","65.95"
"Westaim Corp.","WEDXF","154.07"
"Western Energy Services Corp.","WEEEF","20.44"
"Weidai Ltd. Sponsored ADR","WEI","85.24"
"Winland Electronics Inc.","WELX","2.09"
"Seratosa Inc.","WEYLD","35.74"
"Weyco Group, Inc.","WEYS","168.08"
"Where Food Comes From Inc.","WFCF","43.24"
"Williston Holding Co.","WHCA","2.36"
"WhiteHorse Finance, Inc.","WHF","124.92"
"Westwood Holdings Group Inc","WHG","100.79"
"Wilhelmina International, Inc.","WHLM","17.66"
"Wheeler Real Estate Investment Trust, Inc.","WHLR","9.89"
"Whiting USA Trust II","WHZT","2.94"
"G. Willi-Food International,  Ltd.","WILC","125.18"
"Windstream Holdings, Inc.","WINMQ","2.26"
"SIMPLICITY ESPORTS & GAMING CO","WINR","7.81"
"Wins Finance Holdings Inc.","WINS","183.52"
"Windtree Therapeutics, Inc.","WINT","133.55"
"Summit Wireless Technologies, Inc.","WISA","6.69"
"Wright Investors' Service Holdings Inc.","WISH","9.04"
"Wizard World, Inc.","WIZDD","6"
"Wize Pharma, Inc.","WIZP","1.59"
"WISeKey International Holding Ltd. Sponsored ADR","WKEY","80.27"
"Workhorse Group, Inc.","WKHS","110.95"
"Westmoreland Coal Company","WLBAQ",".22"
"Willdan Group, Inc.","WLDN","219.25"
"Willis Lease Finance Corporation","WLFC","103.94"
"Wolford AG","WLFDY","31.62"
"Whiting Petroleum Corporation","WLL","96.4"
"WILLIAMS INDUSTRIAL SERVICES GROUP INC.","WLMS","19.63"
"Western Asset Mortgage Capital Corporation","WMC","174.49"
"WEALTH MINERALS","WMLLF","14.8"
"Westmoreland Resource Partners, LP","WMLPQ",".03"
"Williams Industries Inc.","WMSI","11.73"
"Solarwindow Technologies, Inc.","WNDW","84.21"
"Western New England Bancorp","WNEB","180.02"
"Winmill & Co.","WNMLA","1.2"
"Alliance MMA, Inc.","WORX","11.36"
"WideOpenWest, Inc.","WOW","282.79"
"Revelation MIS Inc.","WOWU","8.29"
"Washington Prime Group Inc.","WPG","214.92"
"Westport Fuel Systems Inc.","WPRT","103.07"
"Western Copper and Gold Corporation","WRN","37.92"
"Wrap Technologies, Inc.","WRTC","106.36"
"Waterside Capital Corp.","WSCC",".1"
"Woodstock Holdings Inc.","WSFL",".13"
"Wanda Sports Group Company Limited Sponsored ADR","WSG","221.43"
"Whitestone REIT","WSR","282.55"
"West Shore Bank Corp.","WSSH","29.02"
"Wayside Technology Group, Inc.","WSTG","49.96"
"Westell Technologies, Inc.","WSTL","10.37"
"Western Uranium Corporation","WSTRF","7.36"
"West Bancorporation","WTBA","249.14"
"Alkaline Water Company Inc.","WTER","19.6"
"W&T Offshore, Inc.","WTI","162.92"
"Watford Holdings Ltd.","WTRE","267.49"
"Waitr Holdings Inc.","WTRH","150.77"
"Wireless Telecom Group,  Inc.","WTT","16.4"
"SELECT EGY SVCS","WTTR","235.47"
"Wuhan General Group  Inc.","WUHN",".91"
"WVS Financial Corp.","WVFC","26.68"
"Willamette Valley Vineyards, Inc.","WVVI","23.03"
"Uranium Resources, Inc.","WWR","4.51"
"Waxman Industries Inc.","WXMN","3.49"
"WidePoint Corporation","WYY","25.88"
"AIT Therapeutics, Inc.","XAIR","76.01"
"Exantas Capital Corp.","XAN","80.15"
"Xenetic Biosciences, Inc.","XBIO","1.92"
"Exicure, Inc.","XCUR","89.76"
"mPhase Technologies Inc.","XDSL","8.61"
"Exela Technologies, Inc.","XELA","21.85"
"Xcel Brands, Inc","XELB","9.06"
"Xenon Pharmaceuticals Inc.","XENE","282.44"
"Intersect ENT, Inc.","XENT","289.07"
"Xeris Pharmaceuticals, Inc.","XERS","55.98"
"Arsanis, Inc.","XFOR","97.29"
"Exagen Inc.","XGN","201.85"
"Xinyuan Real Estate Co Ltd","XIN","128.84"
"SPDR S&P Metals & Mining ETF","XME","251.33"
"Xunlei Limited","XNET","168.2"
"Xenonics Holdings Inc.","XNNHQ",".11"
"EXTRACTION O&G","XOG","48.49"
"XOMA Corporation","XOMA","147.5"
"The ExOne Company","XONE","74.38"
"XPEL, Inc.","XPEL","258.45"
"Solitario Exploration & Royalty Corp","XPL","8.88"
"China Rapid Finance Limited Sponsored ADR","XRF","3.84"
"XsunX Inc.","XSNX",".64"
"XpresSpa Group, Inc.","XSPA","2.63"
"XTL Biopharmaceuticals Ltd.","XTLB","4.93"
"Xtant Medical Holdings, Inc.","XTNT","8.79"
"22nd Century Group, Inc","XXII","88.19"
"X Financial Sponsored ADR","XYF","128.58"
"Bison Capital Acquisition Corp.","XYNO","70.8"
"YAYYO INC","YAYO","4.71"
"YBCC, Inc.","YBAO",".5"
"cbdMD, Inc.","YCBD","29.85"
"Yew Bio-Pharm Group Inc.","YEWB","5.69"
"SSLJ.com Limited","YGTYF",".2"
"Youngevity International Inc.","YGYI","35.72"
"YogaWorks, Inc.","YOGA","2.32"
"YRC Worldwide, Inc.","YRCW","65.67"
"Yirendai Ltd.","YRD","283.23"
"Metabolix, Inc.","YTEN","1.24"
"Yatra Online, Inc.","YTRA","39.23"
"AutoChina International Ltd.","YUANF","134.54"
"Yuma Energy, Inc.","YUMA","2.25"
"Leading Brands Inc","YVR","17.58"
"MediaShift Inc.","YYYH",".23"
"ZADAR VENTURES","ZADDF","2.93"
"ZAGG Inc","ZAGG","62.49"
"ZHONGCHAO INC","ZCMD","42.02"
"Impreso Inc.","ZCOM","5.67"
"Zedge, Inc.","ZDGE","9.92"
"Zenyatta Ventures Ltd","ZENYF","18.09"
"Olympic Steel, Inc.","ZEUS","101.05"
"Zafgen, Inc.","ZFGN","24.85"
"Zicix Corp.","ZICX","3"
"ZIVO Bioscience, Inc.","ZIVO","46.64"
"Zix Corporation","ZIXI","168.6"
"ZK International Group Co., Ltd.","ZKIN","12.69"
"Zoom Telephonics Inc.","ZMTP","21.01"
"Zion Oil & Gas Inc","ZN","14.45"
"Zomedica Pharmaceuticals Corp.","ZOM","16.72"
"Zoom Technologies Inc.","ZOOM","28.75"
"Zosano Pharma Corporation","ZSAN","13.13"
"Virtus Global Dividend & Income Fund Inc.","ZTR","124.24"
"Zovio Inc","ZVO","38.82"
"China Zenix Auto International Limited","ZXAIY","7.74"
"Zynerba Pharmaceuticals, Inc.","ZYNE","68.31"
